schemaname,table_name,index_name,index_size,idx_scan,idx_tup_read,idx_tup_fetch,is_primary,is_unique,is_valid,index_def
public,table_holds,table_holds_status_idx,8192 bytes,0,0,0,f,f,t,CREATE INDEX table_holds_status_idx ON public.table_holds USING btree (status)
public,table_holds,table_holds_zone_start_idx,8192 bytes,0,0,0,f,f,t,"CREATE INDEX table_holds_zone_start_idx ON public.table_holds USING btree (zone_id, start_at)"
public,table_scarcity_metrics,table_scarcity_metrics_pkey,8192 bytes,0,0,0,t,t,t,CREATE UNIQUE INDEX table_scarcity_metrics_pkey ON public.table_scarcity_metrics USING btree (id)
public,table_scarcity_metrics,unique_restaurant_table_type,8192 bytes,0,0,0,f,t,t,"CREATE UNIQUE INDEX unique_restaurant_table_type ON public.table_scarcity_metrics USING btree (restaurant_id, table_type)"
public,table_scarcity_metrics,idx_table_scarcity_metrics_computed_at,8192 bytes,0,0,0,f,f,t,CREATE INDEX idx_table_scarcity_metrics_computed_at ON public.table_scarcity_metrics USING btree (computed_at)
public,table_scarcity_metrics,idx_table_scarcity_metrics_restaurant_type,8192 bytes,0,0,0,f,f,t,"CREATE INDEX idx_table_scarcity_metrics_restaurant_type ON public.table_scarcity_metrics USING btree (restaurant_id, table_type)"
public,waiting_list,waiting_list_pkey,8192 bytes,0,0,0,t,t,t,CREATE UNIQUE INDEX waiting_list_pkey ON public.waiting_list USING btree (id)
public,waiting_list,idx_waiting_list_restaurant_date,8192 bytes,0,0,0,f,f,t,"CREATE INDEX idx_waiting_list_restaurant_date ON public.waiting_list USING btree (restaurant_id, booking_date)"
public,waiting_list,waiting_list_customer_unique_idx,8192 bytes,0,0,0,f,t,t,"CREATE UNIQUE INDEX waiting_list_customer_unique_idx ON public.waiting_list USING btree (restaurant_id, booking_date, desired_time, customer_email, COALESCE(customer_phone, ''::text))"
public,waiting_list,waiting_list_restaurant_date_time_idx,8192 bytes,0,0,0,f,f,t,"CREATE INDEX waiting_list_restaurant_date_time_idx ON public.waiting_list USING btree (restaurant_id, booking_date, desired_time, created_at)"
public,booking_assignment_attempts,booking_assignment_attempts_pkey,8192 bytes,0,0,0,t,t,t,CREATE UNIQUE INDEX booking_assignment_attempts_pkey ON public.booking_assignment_attempts USING btree (id)
public,booking_assignment_attempts,booking_assignment_attempts_booking_attempt_idx,8192 bytes,0,0,0,f,t,t,"CREATE UNIQUE INDEX booking_assignment_attempts_booking_attempt_idx ON public.booking_assignment_attempts USING btree (booking_id, attempt_no)"
public,booking_assignment_attempts,booking_assignment_attempts_booking_created_idx,8192 bytes,0,0,0,f,f,t,"CREATE INDEX booking_assignment_attempts_booking_created_idx ON public.booking_assignment_attempts USING btree (booking_id, created_at DESC)"
public,booking_assignment_idempotency,booking_assignment_idempotency_pkey,8192 bytes,0,0,0,t,t,t,"CREATE UNIQUE INDEX booking_assignment_idempotency_pkey ON public.booking_assignment_idempotency USING btree (booking_id, idempotency_key)"
public,booking_assignment_idempotency,bai_rest_bk_idx,8192 bytes,0,0,0,f,f,t,"CREATE INDEX bai_rest_bk_idx ON public.booking_assignment_idempotency USING btree (booking_id, idempotency_key)"
public,booking_assignment_idempotency,booking_assignment_idempo_bkid_key_idx,8192 bytes,0,0,0,f,f,t,"CREATE INDEX booking_assignment_idempo_bkid_key_idx ON public.booking_assignment_idempotency USING btree (booking_id, idempotency_key)"
public,booking_assignment_idempotency,booking_assignment_idempotency_booking_hash_key,8192 bytes,0,0,0,f,t,t,"CREATE UNIQUE INDEX booking_assignment_idempotency_booking_hash_key ON public.booking_assignment_idempotency USING btree (booking_id, table_set_hash) WHERE (table_set_hash IS NOT NULL)"
public,booking_assignment_idempotency,booking_assignment_idempotency_created_idx,8192 bytes,0,0,0,f,f,t,CREATE INDEX booking_assignment_idempotency_created_idx ON public.booking_assignment_idempotency USING btree (created_at DESC)
public,booking_assignment_idempotency,idx_booking_assignment_idempotency_booking,8192 bytes,0,0,0,f,f,t,CREATE INDEX idx_booking_assignment_idempotency_booking ON public.booking_assignment_idempotency USING btree (booking_id)
public,booking_assignment_idempotency,idx_booking_assignment_idempotency_created,8192 bytes,0,0,0,f,f,t,CREATE INDEX idx_booking_assignment_idempotency_created ON public.booking_assignment_idempotency USING btree (created_at)
public,booking_state_history,booking_state_history_pkey,8192 bytes,0,0,0,t,t,t,CREATE UNIQUE INDEX booking_state_history_pkey ON public.booking_state_history USING btree (id)
public,booking_state_history,idx_booking_state_history_booking,8192 bytes,0,0,0,f,f,t,"CREATE INDEX idx_booking_state_history_booking ON public.booking_state_history USING btree (booking_id, changed_at DESC)"
public,booking_state_history,idx_booking_state_history_changed_at,8192 bytes,0,0,0,f,f,t,CREATE INDEX idx_booking_state_history_changed_at ON public.booking_state_history USING btree (changed_at)
public,customer_profiles,customer_profiles_pkey,8192 bytes,0,0,0,t,t,t,CREATE UNIQUE INDEX customer_profiles_pkey ON public.customer_profiles USING btree (customer_id)
public,audit_logs,audit_logs_pkey,8192 bytes,0,0,0,t,t,t,CREATE UNIQUE INDEX audit_logs_pkey ON public.audit_logs USING btree (id)
public,customer_profiles,idx_customer_profiles_updated_at,8192 bytes,0,0,0,f,f,t,CREATE INDEX idx_customer_profiles_updated_at ON public.customer_profiles USING btree (updated_at DESC)
public,audit_logs,idx_audit_logs_action,8192 bytes,0,0,0,f,f,t,CREATE INDEX idx_audit_logs_action ON public.audit_logs USING btree (action)
public,audit_logs,idx_audit_logs_created_at,8192 bytes,0,0,0,f,f,t,CREATE INDEX idx_audit_logs_created_at ON public.audit_logs USING btree (created_at DESC)
public,audit_logs,idx_audit_logs_entity,8192 bytes,0,0,0,f,f,t,"CREATE INDEX idx_audit_logs_entity ON public.audit_logs USING btree (entity, entity_id)"
public,audit_logs,idx_audit_logs_entity_id,8192 bytes,0,0,0,f,f,t,"CREATE INDEX idx_audit_logs_entity_id ON public.audit_logs USING btree (entity, entity_id)"
public,booking_confirmation_results,booking_confirmation_results_hold_id_key,8192 bytes,0,0,0,f,t,t,CREATE UNIQUE INDEX booking_confirmation_results_hold_id_key ON public.booking_confirmation_results USING btree (hold_id)
public,booking_confirmation_results,booking_confirmation_results_pkey,8192 bytes,0,0,0,t,t,t,"CREATE UNIQUE INDEX booking_confirmation_results_pkey ON public.booking_confirmation_results USING btree (booking_id, idempotency_key)"
public,booking_confirmation_results,booking_confirmation_results_created_idx,8192 bytes,0,0,0,f,f,t,CREATE INDEX booking_confirmation_results_created_idx ON public.booking_confirmation_results USING btree (created_at DESC)
public,booking_confirmation_results,booking_confirmation_results_hold_idx,8192 bytes,0,0,0,f,f,t,CREATE INDEX booking_confirmation_results_hold_idx ON public.booking_confirmation_results USING btree (hold_id)
public,booking_versions,booking_versions_pkey,8192 bytes,0,0,0,t,t,t,CREATE UNIQUE INDEX booking_versions_pkey ON public.booking_versions USING btree (version_id)
public,booking_versions,idx_booking_versions_booking_id,8192 bytes,0,0,0,f,f,t,CREATE INDEX idx_booking_versions_booking_id ON public.booking_versions USING btree (booking_id)
public,booking_versions,idx_booking_versions_changed_at,8192 bytes,0,0,0,f,f,t,CREATE INDEX idx_booking_versions_changed_at ON public.booking_versions USING btree (changed_at DESC)
public,booking_versions,idx_booking_versions_restaurant_id,8192 bytes,0,0,0,f,f,t,CREATE INDEX idx_booking_versions_restaurant_id ON public.booking_versions USING btree (restaurant_id)
public,demand_profiles,demand_profiles_pkey,8192 bytes,0,0,0,t,t,t,CREATE UNIQUE INDEX demand_profiles_pkey ON public.demand_profiles USING btree (id)
public,demand_profiles,idx_demand_profiles_restaurant_day_window,8192 bytes,0,0,0,f,f,t,"CREATE INDEX idx_demand_profiles_restaurant_day_window ON public.demand_profiles USING btree (restaurant_id, day_of_week, service_window)"
public,demand_profiles,idx_demand_profiles_updated_at,8192 bytes,0,0,0,f,f,t,CREATE INDEX idx_demand_profiles_updated_at ON public.demand_profiles USING btree (updated_at)
public,feature_flag_overrides,feature_flag_overrides_pkey,8192 bytes,0,0,0,t,t,t,CREATE UNIQUE INDEX feature_flag_overrides_pkey ON public.feature_flag_overrides USING btree (id)
public,feature_flag_overrides,feature_flag_overrides_unique_flag_env,8192 bytes,0,0,0,f,t,t,"CREATE UNIQUE INDEX feature_flag_overrides_unique_flag_env ON public.feature_flag_overrides USING btree (flag, environment)"
public,email_delivery_log,email_delivery_log_message_recipient_status_key,8192 bytes,0,0,0,f,t,t,"CREATE UNIQUE INDEX email_delivery_log_message_recipient_status_key ON public.email_delivery_log USING btree (message_id, recipient_email, status)"
public,email_delivery_log,email_delivery_log_pkey,8192 bytes,0,0,0,t,t,t,CREATE UNIQUE INDEX email_delivery_log_pkey ON public.email_delivery_log USING btree (id)
public,email_delivery_log,email_delivery_log_booking_id_idx,8192 bytes,0,0,0,f,f,t,CREATE INDEX email_delivery_log_booking_id_idx ON public.email_delivery_log USING btree (booking_id)
public,email_delivery_log,email_delivery_log_message_id_idx,8192 bytes,0,0,0,f,f,t,CREATE INDEX email_delivery_log_message_id_idx ON public.email_delivery_log USING btree (message_id)
public,email_delivery_log,email_delivery_log_occurred_at_idx,8192 bytes,0,0,0,f,f,t,CREATE INDEX email_delivery_log_occurred_at_idx ON public.email_delivery_log USING btree (occurred_at DESC)
public,email_delivery_log,email_delivery_log_restaurant_id_idx,8192 bytes,0,0,0,f,f,t,CREATE INDEX email_delivery_log_restaurant_id_idx ON public.email_delivery_log USING btree (restaurant_id)
public,email_delivery_log,email_delivery_log_restaurant_occurred_at_id_idx,8192 bytes,11,0,0,f,f,t,"CREATE INDEX email_delivery_log_restaurant_occurred_at_id_idx ON public.email_delivery_log USING btree (restaurant_id, occurred_at DESC, id DESC)"
public,restaurant_capacity_rules,restaurant_capacity_rules_pkey,8192 bytes,0,0,0,t,t,t,CREATE UNIQUE INDEX restaurant_capacity_rules_pkey ON public.restaurant_capacity_rules USING btree (id)
public,restaurant_capacity_rules,idx_restaurant_capacity_rules_scope,8192 bytes,0,0,0,f,f,t,"CREATE INDEX idx_restaurant_capacity_rules_scope ON public.restaurant_capacity_rules USING btree (restaurant_id, COALESCE((day_of_week)::integer, '-1'::integer), effective_date)"
public,profile_update_requests,profile_update_requests_pkey,8192 bytes,0,0,0,t,t,t,CREATE UNIQUE INDEX profile_update_requests_pkey ON public.profile_update_requests USING btree (id)
public,profile_update_requests,profile_update_requests_profile_key_idx,8192 bytes,6,0,0,f,t,t,"CREATE UNIQUE INDEX profile_update_requests_profile_key_idx ON public.profile_update_requests USING btree (profile_id, idempotency_key)"
public,table_merge_graph,idx_table_merge_graph_restaurant_id,8192 bytes,0,0,0,f,f,t,CREATE INDEX idx_table_merge_graph_restaurant_id ON public.table_merge_graph USING btree (restaurant_id)
